date,sitename,county,aqi,status
30-03-2024 00:00,Annan,Tainan City,84,Moderate
29-03-2024 23:00,Annan,Tainan City,83,Moderate
29-03-2024 22:00,Annan,Tainan City,84,Moderate
29-03-2024 21:00,Annan,Tainan City,84,Moderate
29-03-2024 20:00,Annan,Tainan City,84,Moderate
29-03-2024 19:00,Annan,Tainan City,77,Moderate
29-03-2024 18:00,Annan,Tainan City,74,Moderate
29-03-2024 17:00,Annan,Tainan City,71,Moderate
29-03-2024 16:00,Annan,Tainan City,70,Moderate
29-03-2024 15:00,Annan,Tainan City,68,Moderate
29-03-2024 14:00,Annan,Tainan City,64,Moderate
29-03-2024 13:00,Annan,Tainan City,63,Moderate
29-03-2024 12:00,Annan,Tainan City,62,Moderate
29-03-2024 11:00,Annan,Tainan City,60,Moderate
29-03-2024 10:00,Annan,Tainan City,57,Moderate
29-03-2024 09:00,Annan,Tainan City,54,Moderate
29-03-2024 08:00,Annan,Tainan City,51,Moderate
29-03-2024 07:00,Annan,Tainan City,52,Moderate
29-03-2024 06:00,Annan,Tainan City,53,Moderate
29-03-2024 05:00,Annan,Tainan City,57,Moderate
29-03-2024 04:00,Annan,Tainan City,60,Moderate
29-03-2024 03:00,Annan,Tainan City,59,Moderate
29-03-2024 02:00,Annan,Tainan City,58,Moderate
29-03-2024 01:00,Annan,Tainan City,58,Moderate
29-03-2024 00:00,Annan,Tainan City,55,Moderate
28-03-2024 23:00,Annan,Tainan City,52,Moderate
28-03-2024 22:00,Annan,Tainan City,52,Moderate
28-03-2024 21:00,Annan,Tainan City,52,Moderate
28-03-2024 20:00,Annan,Tainan City,54,Moderate
28-03-2024 19:00,Annan,Tainan City,57,Moderate
28-03-2024 18:00,Annan,Tainan City,62,Moderate
28-03-2024 17:00,Annan,Tainan City,64,Moderate
28-03-2024 16:00,Annan,Tainan City,67,Moderate
28-03-2024 15:00,Annan,Tainan City,71,Moderate
28-03-2024 14:00,Annan,Tainan City,72,Moderate
28-03-2024 13:00,Annan,Tainan City,73,Moderate
28-03-2024 12:00,Annan,Tainan City,78,Moderate
28-03-2024 11:00,Annan,Tainan City,80,Moderate
28-03-2024 10:00,Annan,Tainan City,85,Moderate
28-03-2024 09:00,Annan,Tainan City,86,Moderate
28-03-2024 08:00,Annan,Tainan City,87,Moderate
28-03-2024 07:00,Annan,Tainan City,88,Moderate
28-03-2024 06:00,Annan,Tainan City,83,Moderate
28-03-2024 05:00,Annan,Tainan City,80,Moderate
28-03-2024 04:00,Annan,Tainan City,74,Moderate
28-03-2024 03:00,Annan,Tainan City,68,Moderate
28-03-2024 02:00,Annan,Tainan City,65,Moderate
28-03-2024 01:00,Annan,Tainan City,61,Moderate
28-03-2024 00:00,Annan,Tainan City,57,Moderate
27-03-2024 23:00,Annan,Tainan City,58,Moderate
27-03-2024 22:00,Annan,Tainan City,57,Moderate
27-03-2024 21:00,Annan,Tainan City,59,Moderate
27-03-2024 20:00,Annan,Tainan City,58,Moderate
27-03-2024 19:00,Annan,Tainan City,58,Moderate
27-03-2024 18:00,Annan,Tainan City,58,Moderate
27-03-2024 17:00,Annan,Tainan City,56,Moderate
27-03-2024 16:00,Annan,Tainan City,56,Moderate
27-03-2024 15:00,Annan,Tainan City,62,Moderate
27-03-2024 14:00,Annan,Tainan City,61,Moderate
27-03-2024 13:00,Annan,Tainan City,63,Moderate
27-03-2024 12:00,Annan,Tainan City,64,Moderate
27-03-2024 11:00,Annan,Tainan City,63,Moderate
27-03-2024 10:00,Annan,Tainan City,63,Moderate
27-03-2024 09:00,Annan,Tainan City,62,Moderate
27-03-2024 08:00,Annan,Tainan City,60,Moderate
27-03-2024 07:00,Annan,Tainan City,58,Moderate
27-03-2024 06:00,Annan,Tainan City,55,Moderate
27-03-2024 05:00,Annan,Tainan City,57,Moderate
27-03-2024 04:00,Annan,Tainan City,60,Moderate
27-03-2024 03:00,Annan,Tainan City,64,Moderate
27-03-2024 02:00,Annan,Tainan City,68,Moderate
27-03-2024 01:00,Annan,Tainan City,68,Moderate
27-03-2024 00:00,Annan,Tainan City,69,Moderate
26-03-2024 23:00,Annan,Tainan City,70,Moderate
26-03-2024 22:00,Annan,Tainan City,73,Moderate
26-03-2024 21:00,Annan,Tainan City,77,Moderate
26-03-2024 20:00,Annan,Tainan City,78,Moderate
26-03-2024 19:00,Annan,Tainan City,77,Moderate
26-03-2024 18:00,Annan,Tainan City,76,Moderate
26-03-2024 17:00,Annan,Tainan City,72,Moderate
26-03-2024 16:00,Annan,Tainan City,69,Moderate
26-03-2024 15:00,Annan,Tainan City,69,Moderate
26-03-2024 14:00,Annan,Tainan City,68,Moderate
26-03-2024 13:00,Annan,Tainan City,69,Moderate
26-03-2024 12:00,Annan,Tainan City,71,Moderate
26-03-2024 11:00,Annan,Tainan City,67,Moderate
26-03-2024 10:00,Annan,Tainan City,64,Moderate
26-03-2024 09:00,Annan,Tainan City,61,Moderate
26-03-2024 08:00,Annan,Tainan City,59,Moderate
26-03-2024 07:00,Annan,Tainan City,57,Moderate
26-03-2024 06:00,Annan,Tainan City,55,Moderate
26-03-2024 05:00,Annan,Tainan City,53,Moderate
26-03-2024 04:00,Annan,Tainan City,56,Moderate
26-03-2024 03:00,Annan,Tainan City,55,Moderate
26-03-2024 02:00,Annan,Tainan City,53,Moderate
26-03-2024 01:00,Annan,Tainan City,54,Moderate
26-03-2024 00:00,Annan,Tainan City,51,Moderate
25-03-2024 23:00,Annan,Tainan City,50,Good
25-03-2024 22:00,Annan,Tainan City,51,Moderate
25-03-2024 21:00,Annan,Tainan City,51,Moderate
25-03-2024 20:00,Annan,Tainan City,52,Moderate
25-03-2024 19:00,Annan,Tainan City,54,Moderate
25-03-2024 18:00,Annan,Tainan City,55,Moderate
25-03-2024 17:00,Annan,Tainan City,56,Moderate
25-03-2024 16:00,Annan,Tainan City,55,Moderate
25-03-2024 15:00,Annan,Tainan City,56,Moderate
25-03-2024 14:00,Annan,Tainan City,58,Moderate
25-03-2024 13:00,Annan,Tainan City,57,Moderate
25-03-2024 12:00,Annan,Tainan City,59,Moderate
25-03-2024 11:00,Annan,Tainan City,60,Moderate
25-03-2024 10:00,Annan,Tainan City,57,Moderate
25-03-2024 09:00,Annan,Tainan City,55,Moderate
25-03-2024 08:00,Annan,Tainan City,53,Moderate
25-03-2024 07:00,Annan,Tainan City,48,Good
25-03-2024 06:00,Annan,Tainan City,49,Good
25-03-2024 05:00,Annan,Tainan City,49,Good
25-03-2024 04:00,Annan,Tainan City,50,Good
25-03-2024 03:00,Annan,Tainan City,52,Moderate
25-03-2024 02:00,Annan,Tainan City,53,Moderate
25-03-2024 01:00,Annan,Tainan City,53,Moderate
25-03-2024 00:00,Annan,Tainan City,53,Moderate
24-03-2024 23:00,Annan,Tainan City,48,Good
24-03-2024 22:00,Annan,Tainan City,49,Good
24-03-2024 21:00,Annan,Tainan City,49,Good
24-03-2024 20:00,Annan,Tainan City,52,Moderate
24-03-2024 19:00,Annan,Tainan City,53,Moderate
24-03-2024 18:00,Annan,Tainan City,52,Moderate
24-03-2024 17:00,Annan,Tainan City,52,Moderate
24-03-2024 16:00,Annan,Tainan City,49,Good
24-03-2024 15:00,Annan,Tainan City,53,Moderate
24-03-2024 14:00,Annan,Tainan City,55,Moderate
24-03-2024 13:00,Annan,Tainan City,58,Moderate
24-03-2024 12:00,Annan,Tainan City,58,Moderate
24-03-2024 11:00,Annan,Tainan City,58,Moderate
24-03-2024 10:00,Annan,Tainan City,57,Moderate
24-03-2024 09:00,Annan,Tainan City,56,Moderate
24-03-2024 08:00,Annan,Tainan City,53,Moderate
24-03-2024 07:00,Annan,Tainan City,49,Good
24-03-2024 06:00,Annan,Tainan City,45,Good
24-03-2024 05:00,Annan,Tainan City,44,Good
24-03-2024 04:00,Annan,Tainan City,45,Good
24-03-2024 03:00,Annan,Tainan City,46,Good
24-03-2024 02:00,Annan,Tainan City,46,Good
24-03-2024 01:00,Annan,Tainan City,49,Good
24-03-2024 00:00,Annan,Tainan City,47,Good
23-03-2024 23:00,Annan,Tainan City,46,Good
23-03-2024 22:00,Annan,Tainan City,45,Good
23-03-2024 21:00,Annan,Tainan City,44,Good
23-03-2024 20:00,Annan,Tainan City,47,Good
23-03-2024 19:00,Annan,Tainan City,47,Good
23-03-2024 18:00,Annan,Tainan City,49,Good
23-03-2024 17:00,Annan,Tainan City,46,Good
23-03-2024 16:00,Annan,Tainan City,48,Good
23-03-2024 15:00,Annan,Tainan City,52,Moderate
23-03-2024 14:00,Annan,Tainan City,55,Moderate
23-03-2024 13:00,Annan,Tainan City,59,Moderate
23-03-2024 12:00,Annan,Tainan City,61,Moderate
23-03-2024 11:00,Annan,Tainan City,62,Moderate
23-03-2024 10:00,Annan,Tainan City,64,Moderate
23-03-2024 09:00,Annan,Tainan City,65,Moderate
23-03-2024 08:00,Annan,Tainan City,64,Moderate
23-03-2024 07:00,Annan,Tainan City,66,Moderate
23-03-2024 06:00,Annan,Tainan City,63,Moderate
23-03-2024 05:00,Annan,Tainan City,65,Moderate
23-03-2024 04:00,Annan,Tainan City,65,Moderate
23-03-2024 03:00,Annan,Tainan City,63,Moderate
23-03-2024 02:00,Annan,Tainan City,64,Moderate
23-03-2024 01:00,Annan,Tainan City,62,Moderate
23-03-2024 00:00,Annan,Tainan City,61,Moderate
22-03-2024 23:00,Annan,Tainan City,61,Moderate
22-03-2024 22:00,Annan,Tainan City,57,Moderate
22-03-2024 21:00,Annan,Tainan City,74,Moderate
22-03-2024 20:00,Annan,Tainan City,97,Moderate
22-03-2024 19:00,Annan,Tainan City,108,Unhealthy for Sensitive Groups
22-03-2024 18:00,Annan,Tainan City,112,Unhealthy for Sensitive Groups
22-03-2024 17:00,Annan,Tainan City,104,Unhealthy for Sensitive Groups
22-03-2024 16:00,Annan,Tainan City,87,Moderate
22-03-2024 15:00,Annan,Tainan City,62,Moderate
22-03-2024 14:00,Annan,Tainan City,62,Moderate
22-03-2024 13:00,Annan,Tainan City,61,Moderate
22-03-2024 12:00,Annan,Tainan City,64,Moderate
22-03-2024 11:00,Annan,Tainan City,63,Moderate
22-03-2024 10:00,Annan,Tainan City,64,Moderate
22-03-2024 09:00,Annan,Tainan City,68,Moderate
22-03-2024 08:00,Annan,Tainan City,69,Moderate
22-03-2024 07:00,Annan,Tainan City,69,Moderate
22-03-2024 06:00,Annan,Tainan City,67,Moderate
22-03-2024 05:00,Annan,Tainan City,62,Moderate
22-03-2024 04:00,Annan,Tainan City,62,Moderate
22-03-2024 03:00,Annan,Tainan City,63,Moderate
22-03-2024 02:00,Annan,Tainan City,64,Moderate
22-03-2024 01:00,Annan,Tainan City,63,Moderate
22-03-2024 00:00,Annan,Tainan City,63,Moderate
21-03-2024 23:00,Annan,Tainan City,64,Moderate
21-03-2024 22:00,Annan,Tainan City,74,Moderate
21-03-2024 21:00,Annan,Tainan City,84,Moderate
21-03-2024 20:00,Annan,Tainan City,90,Moderate
21-03-2024 19:00,Annan,Tainan City,93,Moderate
21-03-2024 18:00,Annan,Tainan City,93,Moderate
21-03-2024 17:00,Annan,Tainan City,90,Moderate
21-03-2024 16:00,Annan,Tainan City,92,Moderate
21-03-2024 15:00,Annan,Tainan City,92,Moderate
21-03-2024 14:00,Annan,Tainan City,92,Moderate
21-03-2024 13:00,Annan,Tainan City,93,Moderate
21-03-2024 12:00,Annan,Tainan City,96,Moderate
21-03-2024 11:00,Annan,Tainan City,101,Unhealthy for Sensitive Groups
21-03-2024 10:00,Annan,Tainan City,101,Unhealthy for Sensitive Groups
21-03-2024 09:00,Annan,Tainan City,107,Unhealthy for Sensitive Groups
21-03-2024 08:00,Annan,Tainan City,112,Unhealthy for Sensitive Groups
21-03-2024 07:00,Annan,Tainan City,113,Unhealthy for Sensitive Groups
21-03-2024 06:00,Annan,Tainan City,117,Unhealthy for Sensitive Groups
21-03-2024 05:00,Annan,Tainan City,115,Unhealthy for Sensitive Groups
21-03-2024 04:00,Annan,Tainan City,108,Unhealthy for Sensitive Groups
21-03-2024 03:00,Annan,Tainan City,106,Unhealthy for Sensitive Groups
21-03-2024 02:00,Annan,Tainan City,106,Unhealthy for Sensitive Groups
21-03-2024 01:00,Annan,Tainan City,107,Unhealthy for Sensitive Groups
21-03-2024 00:00,Annan,Tainan City,107,Unhealthy for Sensitive Groups
20-03-2024 23:00,Annan,Tainan City,107,Unhealthy for Sensitive Groups
20-03-2024 22:00,Annan,Tainan City,106,Unhealthy for Sensitive Groups
20-03-2024 21:00,Annan,Tainan City,105,Unhealthy for Sensitive Groups
20-03-2024 20:00,Annan,Tainan City,101,Unhealthy for Sensitive Groups
20-03-2024 19:00,Annan,Tainan City,100,Moderate
20-03-2024 18:00,Annan,Tainan City,93,Moderate
20-03-2024 17:00,Annan,Tainan City,77,Moderate
20-03-2024 16:00,Annan,Tainan City,68,Moderate
20-03-2024 15:00,Annan,Tainan City,69,Moderate
20-03-2024 14:00,Annan,Tainan City,69,Moderate
20-03-2024 13:00,Annan,Tainan City,69,Moderate
20-03-2024 12:00,Annan,Tainan City,67,Moderate
20-03-2024 11:00,Annan,Tainan City,62,Moderate
20-03-2024 10:00,Annan,Tainan City,62,Moderate
20-03-2024 09:00,Annan,Tainan City,56,Moderate
20-03-2024 08:00,Annan,Tainan City,54,Moderate
20-03-2024 07:00,Annan,Tainan City,52,Moderate
20-03-2024 06:00,Annan,Tainan City,48,Good
20-03-2024 05:00,Annan,Tainan City,47,Good
20-03-2024 04:00,Annan,Tainan City,45,Good
20-03-2024 03:00,Annan,Tainan City,44,Good
20-03-2024 02:00,Annan,Tainan City,44,Good
20-03-2024 01:00,Annan,Tainan City,41,Good
20-03-2024 00:00,Annan,Tainan City,43,Good
19-03-2024 23:00,Annan,Tainan City,49,Good
19-03-2024 22:00,Annan,Tainan City,60,Moderate
19-03-2024 21:00,Annan,Tainan City,73,Moderate
19-03-2024 20:00,Annan,Tainan City,85,Moderate
19-03-2024 19:00,Annan,Tainan City,89,Moderate
19-03-2024 18:00,Annan,Tainan City,86,Moderate
19-03-2024 17:00,Annan,Tainan City,81,Moderate
19-03-2024 16:00,Annan,Tainan City,74,Moderate
19-03-2024 15:00,Annan,Tainan City,72,Moderate
19-03-2024 14:00,Annan,Tainan City,68,Moderate
19-03-2024 13:00,Annan,Tainan City,65,Moderate
19-03-2024 12:00,Annan,Tainan City,65,Moderate
19-03-2024 11:00,Annan,Tainan City,69,Moderate
19-03-2024 10:00,Annan,Tainan City,76,Moderate
19-03-2024 09:00,Annan,Tainan City,82,Moderate
19-03-2024 08:00,Annan,Tainan City,84,Moderate
19-03-2024 07:00,Annan,Tainan City,84,Moderate
19-03-2024 06:00,Annan,Tainan City,82,Moderate
19-03-2024 05:00,Annan,Tainan City,80,Moderate
19-03-2024 04:00,Annan,Tainan City,82,Moderate
19-03-2024 03:00,Annan,Tainan City,84,Moderate
19-03-2024 02:00,Annan,Tainan City,84,Moderate
19-03-2024 01:00,Annan,Tainan City,83,Moderate
19-03-2024 00:00,Annan,Tainan City,87,Moderate
18-03-2024 23:00,Annan,Tainan City,91,Moderate
18-03-2024 22:00,Annan,Tainan City,95,Moderate
18-03-2024 21:00,Annan,Tainan City,99,Moderate
18-03-2024 20:00,Annan,Tainan City,103,Unhealthy for Sensitive Groups
18-03-2024 19:00,Annan,Tainan City,101,Unhealthy for Sensitive Groups
18-03-2024 18:00,Annan,Tainan City,100,Moderate
18-03-2024 17:00,Annan,Tainan City,98,Moderate
18-03-2024 16:00,Annan,Tainan City,99,Moderate
18-03-2024 15:00,Annan,Tainan City,103,Unhealthy for Sensitive Groups
18-03-2024 14:00,Annan,Tainan City,111,Unhealthy for Sensitive Groups
18-03-2024 13:00,Annan,Tainan City,120,Unhealthy for Sensitive Groups
18-03-2024 12:00,Annan,Tainan City,121,Unhealthy for Sensitive Groups
18-03-2024 11:00,Annan,Tainan City,117,Unhealthy for Sensitive Groups
18-03-2024 10:00,Annan,Tainan City,113,Unhealthy for Sensitive Groups
18-03-2024 09:00,Annan,Tainan City,104,Unhealthy for Sensitive Groups
18-03-2024 08:00,Annan,Tainan City,98,Moderate
18-03-2024 07:00,Annan,Tainan City,94,Moderate
18-03-2024 06:00,Annan,Tainan City,95,Moderate
18-03-2024 05:00,Annan,Tainan City,100,Moderate
18-03-2024 04:00,Annan,Tainan City,108,Unhealthy for Sensitive Groups
18-03-2024 03:00,Annan,Tainan City,112,Unhealthy for Sensitive Groups
18-03-2024 02:00,Annan,Tainan City,106,Unhealthy for Sensitive Groups
18-03-2024 01:00,Annan,Tainan City,95,Moderate
18-03-2024 00:00,Annan,Tainan City,84,Moderate
17-03-2024 23:00,Annan,Tainan City,74,Moderate
17-03-2024 22:00,Annan,Tainan City,67,Moderate
17-03-2024 21:00,Annan,Tainan City,63,Moderate
17-03-2024 20:00,Annan,Tainan City,65,Moderate
17-03-2024 19:00,Annan,Tainan City,67,Moderate
17-03-2024 18:00,Annan,Tainan City,68,Moderate
17-03-2024 17:00,Annan,Tainan City,72,Moderate
17-03-2024 16:00,Annan,Tainan City,74,Moderate
17-03-2024 15:00,Annan,Tainan City,79,Moderate
17-03-2024 14:00,Annan,Tainan City,80,Moderate
17-03-2024 13:00,Annan,Tainan City,84,Moderate
17-03-2024 12:00,Annan,Tainan City,97,Moderate
17-03-2024 11:00,Annan,Tainan City,111,Unhealthy for Sensitive Groups
17-03-2024 10:00,Annan,Tainan City,120,Unhealthy for Sensitive Groups
17-03-2024 09:00,Annan,Tainan City,125,Unhealthy for Sensitive Groups
17-03-2024 08:00,Annan,Tainan City,119,Unhealthy for Sensitive Groups
17-03-2024 07:00,Annan,Tainan City,114,Unhealthy for Sensitive Groups
17-03-2024 06:00,Annan,Tainan City,114,Unhealthy for Sensitive Groups
17-03-2024 05:00,Annan,Tainan City,114,Unhealthy for Sensitive Groups
17-03-2024 04:00,Annan,Tainan City,111,Unhealthy for Sensitive Groups
17-03-2024 03:00,Annan,Tainan City,107,Unhealthy for Sensitive Groups
17-03-2024 02:00,Annan,Tainan City,103,Unhealthy for Sensitive Groups
17-03-2024 01:00,Annan,Tainan City,97,Moderate
17-03-2024 00:00,Annan,Tainan City,96,Moderate
16-03-2024 23:00,Annan,Tainan City,92,Moderate
16-03-2024 22:00,Annan,Tainan City,94,Moderate
16-03-2024 21:00,Annan,Tainan City,95,Moderate
16-03-2024 20:00,Annan,Tainan City,99,Moderate
16-03-2024 19:00,Annan,Tainan City,108,Unhealthy for Sensitive Groups
16-03-2024 18:00,Annan,Tainan City,112,Unhealthy for Sensitive Groups
16-03-2024 17:00,Annan,Tainan City,114,Unhealthy for Sensitive Groups
16-03-2024 16:00,Annan,Tainan City,122,Unhealthy for Sensitive Groups
16-03-2024 15:00,Annan,Tainan City,130,Unhealthy for Sensitive Groups
16-03-2024 14:00,Annan,Tainan City,140,Unhealthy for Sensitive Groups
16-03-2024 13:00,Annan,Tainan City,146,Unhealthy for Sensitive Groups
16-03-2024 12:00,Annan,Tainan City,151,Unhealthy
16-03-2024 11:00,Annan,Tainan City,151,Unhealthy
16-03-2024 10:00,Annan,Tainan City,148,Unhealthy for Sensitive Groups
16-03-2024 09:00,Annan,Tainan City,145,Unhealthy for Sensitive Groups
16-03-2024 08:00,Annan,Tainan City,137,Unhealthy for Sensitive Groups
16-03-2024 07:00,Annan,Tainan City,134,Unhealthy for Sensitive Groups
16-03-2024 06:00,Annan,Tainan City,132,Unhealthy for Sensitive Groups
16-03-2024 05:00,Annan,Tainan City,129,Unhealthy for Sensitive Groups
16-03-2024 04:00,Annan,Tainan City,126,Unhealthy for Sensitive Groups
16-03-2024 03:00,Annan,Tainan City,120,Unhealthy for Sensitive Groups
16-03-2024 02:00,Annan,Tainan City,114,Unhealthy for Sensitive Groups
16-03-2024 01:00,Annan,Tainan City,112,Unhealthy for Sensitive Groups
16-03-2024 00:00,Annan,Tainan City,109,Unhealthy for Sensitive Groups
15-03-2024 23:00,Annan,Tainan City,105,Unhealthy for Sensitive Groups
15-03-2024 22:00,Annan,Tainan City,105,Unhealthy for Sensitive Groups
15-03-2024 21:00,Annan,Tainan City,107,Unhealthy for Sensitive Groups
15-03-2024 20:00,Annan,Tainan City,109,Unhealthy for Sensitive Groups
15-03-2024 19:00,Annan,Tainan City,112,Unhealthy for Sensitive Groups
15-03-2024 18:00,Annan,Tainan City,118,Unhealthy for Sensitive Groups
15-03-2024 17:00,Annan,Tainan City,130,Unhealthy for Sensitive Groups
15-03-2024 16:00,Annan,Tainan City,143,Unhealthy for Sensitive Groups
15-03-2024 15:00,Annan,Tainan City,151,Unhealthy
15-03-2024 14:00,Annan,Tainan City,152,Unhealthy
15-03-2024 13:00,Annan,Tainan City,153,Unhealthy
15-03-2024 12:00,Annan,Tainan City,154,Unhealthy
15-03-2024 11:00,Annan,Tainan City,156,Unhealthy
15-03-2024 10:00,Annan,Tainan City,157,Unhealthy
15-03-2024 09:00,Annan,Tainan City,156,Unhealthy
15-03-2024 08:00,Annan,Tainan City,155,Unhealthy
15-03-2024 07:00,Annan,Tainan City,153,Unhealthy
15-03-2024 06:00,Annan,Tainan City,152,Unhealthy
15-03-2024 05:00,Annan,Tainan City,149,Unhealthy for Sensitive Groups
15-03-2024 04:00,Annan,Tainan City,142,Unhealthy for Sensitive Groups
15-03-2024 03:00,Annan,Tainan City,135,Unhealthy for Sensitive Groups
15-03-2024 02:00,Annan,Tainan City,127,Unhealthy for Sensitive Groups
15-03-2024 01:00,Annan,Tainan City,117,Unhealthy for Sensitive Groups
15-03-2024 00:00,Annan,Tainan City,111,Unhealthy for Sensitive Groups
14-03-2024 23:00,Annan,Tainan City,107,Unhealthy for Sensitive Groups
14-03-2024 22:00,Annan,Tainan City,107,Unhealthy for Sensitive Groups
14-03-2024 21:00,Annan,Tainan City,105,Unhealthy for Sensitive Groups
14-03-2024 20:00,Annan,Tainan City,100,Moderate
14-03-2024 19:00,Annan,Tainan City,97,Moderate
14-03-2024 18:00,Annan,Tainan City,94,Moderate
14-03-2024 17:00,Annan,Tainan City,92,Moderate
14-03-2024 16:00,Annan,Tainan City,91,Moderate
14-03-2024 15:00,Annan,Tainan City,98,Moderate
14-03-2024 14:00,Annan,Tainan City,109,Unhealthy for Sensitive Groups
14-03-2024 13:00,Annan,Tainan City,120,Unhealthy for Sensitive Groups
14-03-2024 12:00,Annan,Tainan City,127,Unhealthy for Sensitive Groups
14-03-2024 11:00,Annan,Tainan City,125,Unhealthy for Sensitive Groups
14-03-2024 10:00,Annan,Tainan City,114,Unhealthy for Sensitive Groups
14-03-2024 09:00,Annan,Tainan City,105,Unhealthy for Sensitive Groups
14-03-2024 08:00,Annan,Tainan City,97,Moderate
14-03-2024 07:00,Annan,Tainan City,89,Moderate
14-03-2024 06:00,Annan,Tainan City,83,Moderate
14-03-2024 05:00,Annan,Tainan City,80,Moderate
14-03-2024 04:00,Annan,Tainan City,78,Moderate
14-03-2024 03:00,Annan,Tainan City,78,Moderate
14-03-2024 02:00,Annan,Tainan City,79,Moderate
14-03-2024 01:00,Annan,Tainan City,79,Moderate
14-03-2024 00:00,Annan,Tainan City,81,Moderate
13-03-2024 23:00,Annan,Tainan City,84,Moderate
13-03-2024 22:00,Annan,Tainan City,87,Moderate
13-03-2024 21:00,Annan,Tainan City,97,Moderate
13-03-2024 20:00,Annan,Tainan City,104,Unhealthy for Sensitive Groups
13-03-2024 19:00,Annan,Tainan City,108,Unhealthy for Sensitive Groups
13-03-2024 18:00,Annan,Tainan City,112,Unhealthy for Sensitive Groups
13-03-2024 17:00,Annan,Tainan City,104,Unhealthy for Sensitive Groups
13-03-2024 16:00,Annan,Tainan City,93,Moderate
13-03-2024 15:00,Annan,Tainan City,83,Moderate
13-03-2024 14:00,Annan,Tainan City,87,Moderate
13-03-2024 13:00,Annan,Tainan City,89,Moderate
13-03-2024 12:00,Annan,Tainan City,92,Moderate
13-03-2024 11:00,Annan,Tainan City,96,Moderate
13-03-2024 10:00,Annan,Tainan City,96,Moderate
13-03-2024 09:00,Annan,Tainan City,100,Moderate
13-03-2024 08:00,Annan,Tainan City,102,Unhealthy for Sensitive Groups
13-03-2024 07:00,Annan,Tainan City,105,Unhealthy for Sensitive Groups
13-03-2024 06:00,Annan,Tainan City,113,Unhealthy for Sensitive Groups
13-03-2024 05:00,Annan,Tainan City,114,Unhealthy for Sensitive Groups
13-03-2024 04:00,Annan,Tainan City,114,Unhealthy for Sensitive Groups
13-03-2024 03:00,Annan,Tainan City,112,Unhealthy for Sensitive Groups
13-03-2024 02:00,Annan,Tainan City,102,Unhealthy for Sensitive Groups
13-03-2024 01:00,Annan,Tainan City,97,Moderate
13-03-2024 00:00,Annan,Tainan City,90,Moderate
12-03-2024 23:00,Annan,Tainan City,79,Moderate
12-03-2024 22:00,Annan,Tainan City,77,Moderate
12-03-2024 21:00,Annan,Tainan City,90,Moderate
12-03-2024 20:00,Annan,Tainan City,97,Moderate
12-03-2024 19:00,Annan,Tainan City,93,Moderate
12-03-2024 18:00,Annan,Tainan City,87,Moderate
12-03-2024 17:00,Annan,Tainan City,77,Moderate
12-03-2024 16:00,Annan,Tainan City,64,Moderate
12-03-2024 15:00,Annan,Tainan City,53,Moderate
12-03-2024 14:00,Annan,Tainan City,52,Moderate
12-03-2024 13:00,Annan,Tainan City,46,Good
12-03-2024 12:00,Annan,Tainan City,41,Good
12-03-2024 11:00,Annan,Tainan City,38,Good
12-03-2024 10:00,Annan,Tainan City,40,Good
12-03-2024 09:00,Annan,Tainan City,44,Good
12-03-2024 08:00,Annan,Tainan City,49,Good
12-03-2024 07:00,Annan,Tainan City,54,Moderate
12-03-2024 06:00,Annan,Tainan City,54,Moderate
12-03-2024 05:00,Annan,Tainan City,56,Moderate
12-03-2024 04:00,Annan,Tainan City,62,Moderate
12-03-2024 03:00,Annan,Tainan City,67,Moderate
12-03-2024 02:00,Annan,Tainan City,71,Moderate
12-03-2024 01:00,Annan,Tainan City,77,Moderate
12-03-2024 00:00,Annan,Tainan City,81,Moderate
11-03-2024 23:00,Annan,Tainan City,90,Moderate
11-03-2024 22:00,Annan,Tainan City,97,Moderate
11-03-2024 21:00,Annan,Tainan City,111,Unhealthy for Sensitive Groups
11-03-2024 20:00,Annan,Tainan City,126,Unhealthy for Sensitive Groups
11-03-2024 19:00,Annan,Tainan City,128,Unhealthy for Sensitive Groups
11-03-2024 18:00,Annan,Tainan City,135,Unhealthy for Sensitive Groups
11-03-2024 17:00,Annan,Tainan City,126,Unhealthy for Sensitive Groups
11-03-2024 16:00,Annan,Tainan City,116,Unhealthy for Sensitive Groups
11-03-2024 15:00,Annan,Tainan City,111,Unhealthy for Sensitive Groups
11-03-2024 14:00,Annan,Tainan City,112,Unhealthy for Sensitive Groups
11-03-2024 13:00,Annan,Tainan City,115,Unhealthy for Sensitive Groups
11-03-2024 12:00,Annan,Tainan City,117,Unhealthy for Sensitive Groups
11-03-2024 11:00,Annan,Tainan City,114,Unhealthy for Sensitive Groups
11-03-2024 10:00,Annan,Tainan City,108,Unhealthy for Sensitive Groups
11-03-2024 09:00,Annan,Tainan City,102,Unhealthy for Sensitive Groups
11-03-2024 08:00,Annan,Tainan City,93,Moderate
11-03-2024 07:00,Annan,Tainan City,86,Moderate
11-03-2024 06:00,Annan,Tainan City,82,Moderate
11-03-2024 05:00,Annan,Tainan City,78,Moderate
11-03-2024 04:00,Annan,Tainan City,74,Moderate
11-03-2024 03:00,Annan,Tainan City,76,Moderate
11-03-2024 02:00,Annan,Tainan City,76,Moderate
11-03-2024 01:00,Annan,Tainan City,78,Moderate
11-03-2024 00:00,Annan,Tainan City,78,Moderate
10-03-2024 23:00,Annan,Tainan City,80,Moderate
10-03-2024 22:00,Annan,Tainan City,82,Moderate
