date,sitename,county,aqi,status
27-01-2024 09:00,Annan,Tainan City,111,Unhealthy for Sensitive Groups
27-01-2024 08:00,Annan,Tainan City,108,Unhealthy for Sensitive Groups
27-01-2024 07:00,Annan,Tainan City,104,Unhealthy for Sensitive Groups
27-01-2024 06:00,Annan,Tainan City,99,Moderate
27-01-2024 05:00,Annan,Tainan City,97,Moderate
27-01-2024 04:00,Annan,Tainan City,96,Moderate
27-01-2024 03:00,Annan,Tainan City,97,Moderate
27-01-2024 02:00,Annan,Tainan City,95,Moderate
27-01-2024 01:00,Annan,Tainan City,93,Moderate
27-01-2024 00:00,Annan,Tainan City,93,Moderate
26-01-2024 23:00,Annan,Tainan City,90,Moderate
26-01-2024 22:00,Annan,Tainan City,89,Moderate
26-01-2024 21:00,Annan,Tainan City,87,Moderate
26-01-2024 20:00,Annan,Tainan City,82,Moderate
26-01-2024 19:00,Annan,Tainan City,78,Moderate
26-01-2024 18:00,Annan,Tainan City,77,Moderate
26-01-2024 17:00,Annan,Tainan City,76,Moderate
26-01-2024 16:00,Annan,Tainan City,76,Moderate
26-01-2024 15:00,Annan,Tainan City,78,Moderate
26-01-2024 14:00,Annan,Tainan City,80,Moderate
26-01-2024 13:00,Annan,Tainan City,84,Moderate
26-01-2024 12:00,Annan,Tainan City,89,Moderate
26-01-2024 11:00,Annan,Tainan City,93,Moderate
26-01-2024 10:00,Annan,Tainan City,94,Moderate
26-01-2024 09:00,Annan,Tainan City,94,Moderate
26-01-2024 08:00,Annan,Tainan City,91,Moderate
26-01-2024 07:00,Annan,Tainan City,89,Moderate
26-01-2024 06:00,Annan,Tainan City,86,Moderate
26-01-2024 05:00,Annan,Tainan City,82,Moderate
26-01-2024 04:00,Annan,Tainan City,79,Moderate
26-01-2024 03:00,Annan,Tainan City,75,Moderate
26-01-2024 02:00,Annan,Tainan City,71,Moderate
26-01-2024 01:00,Annan,Tainan City,68,Moderate
26-01-2024 00:00,Annan,Tainan City,67,Moderate
25-01-2024 23:00,Annan,Tainan City,68,Moderate
25-01-2024 22:00,Annan,Tainan City,69,Moderate
25-01-2024 21:00,Annan,Tainan City,72,Moderate
25-01-2024 20:00,Annan,Tainan City,74,Moderate
25-01-2024 19:00,Annan,Tainan City,71,Moderate
25-01-2024 18:00,Annan,Tainan City,71,Moderate
25-01-2024 17:00,Annan,Tainan City,67,Moderate
25-01-2024 16:00,Annan,Tainan City,65,Moderate
25-01-2024 15:00,Annan,Tainan City,65,Moderate
25-01-2024 14:00,Annan,Tainan City,65,Moderate
25-01-2024 13:00,Annan,Tainan City,67,Moderate
25-01-2024 12:00,Annan,Tainan City,68,Moderate
25-01-2024 11:00,Annan,Tainan City,69,Moderate
25-01-2024 10:00,Annan,Tainan City,69,Moderate
25-01-2024 09:00,Annan,Tainan City,71,Moderate
25-01-2024 08:00,Annan,Tainan City,70,Moderate
25-01-2024 07:00,Annan,Tainan City,67,Moderate
25-01-2024 06:00,Annan,Tainan City,67,Moderate
25-01-2024 05:00,Annan,Tainan City,70,Moderate
25-01-2024 04:00,Annan,Tainan City,71,Moderate
25-01-2024 03:00,Annan,Tainan City,71,Moderate
25-01-2024 02:00,Annan,Tainan City,69,Moderate
25-01-2024 01:00,Annan,Tainan City,67,Moderate
25-01-2024 00:00,Annan,Tainan City,67,Moderate
24-01-2024 23:00,Annan,Tainan City,68,Moderate
24-01-2024 22:00,Annan,Tainan City,71,Moderate
24-01-2024 21:00,Annan,Tainan City,73,Moderate
24-01-2024 20:00,Annan,Tainan City,72,Moderate
24-01-2024 19:00,Annan,Tainan City,70,Moderate
24-01-2024 18:00,Annan,Tainan City,67,Moderate
24-01-2024 17:00,Annan,Tainan City,62,Moderate
24-01-2024 16:00,Annan,Tainan City,60,Moderate
24-01-2024 15:00,Annan,Tainan City,61,Moderate
24-01-2024 14:00,Annan,Tainan City,60,Moderate
24-01-2024 13:00,Annan,Tainan City,61,Moderate
24-01-2024 12:00,Annan,Tainan City,60,Moderate
24-01-2024 11:00,Annan,Tainan City,59,Moderate
24-01-2024 10:00,Annan,Tainan City,58,Moderate
24-01-2024 09:00,Annan,Tainan City,55,Moderate
24-01-2024 08:00,Annan,Tainan City,56,Moderate
24-01-2024 07:00,Annan,Tainan City,54,Moderate
24-01-2024 06:00,Annan,Tainan City,53,Moderate
24-01-2024 05:00,Annan,Tainan City,54,Moderate
24-01-2024 04:00,Annan,Tainan City,52,Moderate
24-01-2024 03:00,Annan,Tainan City,51,Moderate
24-01-2024 02:00,Annan,Tainan City,52,Moderate
24-01-2024 01:00,Annan,Tainan City,48,Good
24-01-2024 00:00,Annan,Tainan City,45,Good
23-01-2024 23:00,Annan,Tainan City,42,Good
23-01-2024 22:00,Annan,Tainan City,40,Good
23-01-2024 21:00,Annan,Tainan City,39,Good
23-01-2024 20:00,Annan,Tainan City,37,Good
23-01-2024 19:00,Annan,Tainan City,35,Good
23-01-2024 18:00,Annan,Tainan City,32,Good
23-01-2024 17:00,Annan,Tainan City,28,Good
23-01-2024 16:00,Annan,Tainan City,22,Good
23-01-2024 15:00,Annan,Tainan City,22,Good
23-01-2024 14:00,Annan,Tainan City,18,Good
23-01-2024 13:00,Annan,Tainan City,22,Good
23-01-2024 12:00,Annan,Tainan City,23,Good
23-01-2024 11:00,Annan,Tainan City,22,Good
23-01-2024 10:00,Annan,Tainan City,19,Good
23-01-2024 09:00,Annan,Tainan City,20,Good
23-01-2024 08:00,Annan,Tainan City,23,Good
23-01-2024 07:00,Annan,Tainan City,29,Good
23-01-2024 06:00,Annan,Tainan City,33,Good
23-01-2024 05:00,Annan,Tainan City,34,Good
23-01-2024 04:00,Annan,Tainan City,33,Good
23-01-2024 03:00,Annan,Tainan City,32,Good
23-01-2024 02:00,Annan,Tainan City,32,Good
23-01-2024 01:00,Annan,Tainan City,34,Good
23-01-2024 00:00,Annan,Tainan City,34,Good
22-01-2024 23:00,Annan,Tainan City,33,Good
22-01-2024 22:00,Annan,Tainan City,37,Good
22-01-2024 21:00,Annan,Tainan City,42,Good
22-01-2024 20:00,Annan,Tainan City,44,Good
22-01-2024 19:00,Annan,Tainan City,45,Good
22-01-2024 18:00,Annan,Tainan City,42,Good
22-01-2024 17:00,Annan,Tainan City,44,Good
22-01-2024 16:00,Annan,Tainan City,42,Good
22-01-2024 15:00,Annan,Tainan City,40,Good
22-01-2024 14:00,Annan,Tainan City,37,Good
22-01-2024 13:00,Annan,Tainan City,36,Good
22-01-2024 12:00,Annan,Tainan City,37,Good
22-01-2024 11:00,Annan,Tainan City,37,Good
22-01-2024 10:00,Annan,Tainan City,38,Good
22-01-2024 09:00,Annan,Tainan City,39,Good
22-01-2024 08:00,Annan,Tainan City,40,Good
22-01-2024 07:00,Annan,Tainan City,42,Good
22-01-2024 06:00,Annan,Tainan City,44,Good
22-01-2024 05:00,Annan,Tainan City,46,Good
22-01-2024 04:00,Annan,Tainan City,48,Good
22-01-2024 03:00,Annan,Tainan City,51,Moderate
22-01-2024 02:00,Annan,Tainan City,53,Moderate
22-01-2024 01:00,Annan,Tainan City,55,Moderate
22-01-2024 00:00,Annan,Tainan City,55,Moderate
21-01-2024 23:00,Annan,Tainan City,56,Moderate
21-01-2024 22:00,Annan,Tainan City,56,Moderate
21-01-2024 21:00,Annan,Tainan City,57,Moderate
21-01-2024 20:00,Annan,Tainan City,61,Moderate
21-01-2024 19:00,Annan,Tainan City,61,Moderate
21-01-2024 18:00,Annan,Tainan City,55,Moderate
21-01-2024 17:00,Annan,Tainan City,48,Good
21-01-2024 16:00,Annan,Tainan City,45,Good
21-01-2024 15:00,Annan,Tainan City,46,Good
21-01-2024 14:00,Annan,Tainan City,45,Good
21-01-2024 13:00,Annan,Tainan City,49,Good
21-01-2024 12:00,Annan,Tainan City,51,Moderate
21-01-2024 11:00,Annan,Tainan City,49,Good
21-01-2024 10:00,Annan,Tainan City,52,Moderate
21-01-2024 09:00,Annan,Tainan City,54,Moderate
21-01-2024 08:00,Annan,Tainan City,57,Moderate
21-01-2024 07:00,Annan,Tainan City,61,Moderate
21-01-2024 06:00,Annan,Tainan City,64,Moderate
21-01-2024 05:00,Annan,Tainan City,66,Moderate
21-01-2024 04:00,Annan,Tainan City,71,Moderate
21-01-2024 03:00,Annan,Tainan City,75,Moderate
21-01-2024 02:00,Annan,Tainan City,79,Moderate
21-01-2024 01:00,Annan,Tainan City,83,Moderate
21-01-2024 00:00,Annan,Tainan City,82,Moderate
20-01-2024 23:00,Annan,Tainan City,82,Moderate
20-01-2024 22:00,Annan,Tainan City,80,Moderate
20-01-2024 21:00,Annan,Tainan City,81,Moderate
20-01-2024 20:00,Annan,Tainan City,89,Moderate
20-01-2024 19:00,Annan,Tainan City,94,Moderate
20-01-2024 18:00,Annan,Tainan City,101,Unhealthy for Sensitive Groups
20-01-2024 17:00,Annan,Tainan City,105,Unhealthy for Sensitive Groups
20-01-2024 16:00,Annan,Tainan City,107,Unhealthy for Sensitive Groups
20-01-2024 15:00,Annan,Tainan City,111,Unhealthy for Sensitive Groups
20-01-2024 14:00,Annan,Tainan City,113,Unhealthy for Sensitive Groups
20-01-2024 13:00,Annan,Tainan City,117,Unhealthy for Sensitive Groups
20-01-2024 12:00,Annan,Tainan City,114,Unhealthy for Sensitive Groups
20-01-2024 11:00,Annan,Tainan City,109,Unhealthy for Sensitive Groups
20-01-2024 10:00,Annan,Tainan City,106,Unhealthy for Sensitive Groups
20-01-2024 09:00,Annan,Tainan City,102,Unhealthy for Sensitive Groups
20-01-2024 08:00,Annan,Tainan City,101,Unhealthy for Sensitive Groups
20-01-2024 07:00,Annan,Tainan City,104,Unhealthy for Sensitive Groups
20-01-2024 06:00,Annan,Tainan City,105,Unhealthy for Sensitive Groups
20-01-2024 05:00,Annan,Tainan City,105,Unhealthy for Sensitive Groups
20-01-2024 04:00,Annan,Tainan City,95,Moderate
20-01-2024 03:00,Annan,Tainan City,85,Moderate
20-01-2024 02:00,Annan,Tainan City,76,Moderate
20-01-2024 01:00,Annan,Tainan City,69,Moderate
20-01-2024 00:00,Annan,Tainan City,71,Moderate
19-01-2024 23:00,Annan,Tainan City,76,Moderate
19-01-2024 22:00,Annan,Tainan City,79,Moderate
19-01-2024 21:00,Annan,Tainan City,86,Moderate
19-01-2024 20:00,Annan,Tainan City,92,Moderate
19-01-2024 19:00,Annan,Tainan City,94,Moderate
19-01-2024 18:00,Annan,Tainan City,97,Moderate
19-01-2024 17:00,Annan,Tainan City,100,Moderate
19-01-2024 16:00,Annan,Tainan City,105,Unhealthy for Sensitive Groups
19-01-2024 15:00,Annan,Tainan City,114,Unhealthy for Sensitive Groups
19-01-2024 14:00,Annan,Tainan City,122,Unhealthy for Sensitive Groups
19-01-2024 13:00,Annan,Tainan City,131,Unhealthy for Sensitive Groups
19-01-2024 12:00,Annan,Tainan City,136,Unhealthy for Sensitive Groups
19-01-2024 11:00,Annan,Tainan City,138,Unhealthy for Sensitive Groups
19-01-2024 10:00,Annan,Tainan City,137,Unhealthy for Sensitive Groups
19-01-2024 09:00,Annan,Tainan City,130,Unhealthy for Sensitive Groups
19-01-2024 08:00,Annan,Tainan City,118,Unhealthy for Sensitive Groups
19-01-2024 07:00,Annan,Tainan City,105,Unhealthy for Sensitive Groups
19-01-2024 06:00,Annan,Tainan City,90,Moderate
19-01-2024 05:00,Annan,Tainan City,80,Moderate
19-01-2024 04:00,Annan,Tainan City,71,Moderate
19-01-2024 03:00,Annan,Tainan City,70,Moderate
19-01-2024 02:00,Annan,Tainan City,75,Moderate
19-01-2024 01:00,Annan,Tainan City,79,Moderate
19-01-2024 00:00,Annan,Tainan City,83,Moderate
18-01-2024 23:00,Annan,Tainan City,82,Moderate
18-01-2024 22:00,Annan,Tainan City,83,Moderate
18-01-2024 21:00,Annan,Tainan City,85,Moderate
18-01-2024 20:00,Annan,Tainan City,91,Moderate
18-01-2024 19:00,Annan,Tainan City,97,Moderate
18-01-2024 18:00,Annan,Tainan City,99,Moderate
18-01-2024 17:00,Annan,Tainan City,102,Unhealthy for Sensitive Groups
18-01-2024 16:00,Annan,Tainan City,102,Unhealthy for Sensitive Groups
18-01-2024 15:00,Annan,Tainan City,100,Moderate
18-01-2024 14:00,Annan,Tainan City,102,Unhealthy for Sensitive Groups
18-01-2024 13:00,Annan,Tainan City,103,Unhealthy for Sensitive Groups
18-01-2024 12:00,Annan,Tainan City,106,Unhealthy for Sensitive Groups
18-01-2024 11:00,Annan,Tainan City,107,Unhealthy for Sensitive Groups
18-01-2024 10:00,Annan,Tainan City,104,Unhealthy for Sensitive Groups
18-01-2024 09:00,Annan,Tainan City,98,Moderate
18-01-2024 08:00,Annan,Tainan City,91,Moderate
18-01-2024 07:00,Annan,Tainan City,83,Moderate
18-01-2024 06:00,Annan,Tainan City,80,Moderate
18-01-2024 05:00,Annan,Tainan City,73,Moderate
18-01-2024 04:00,Annan,Tainan City,68,Moderate
18-01-2024 03:00,Annan,Tainan City,64,Moderate
18-01-2024 02:00,Annan,Tainan City,63,Moderate
18-01-2024 01:00,Annan,Tainan City,66,Moderate
18-01-2024 00:00,Annan,Tainan City,67,Moderate
17-01-2024 23:00,Annan,Tainan City,69,Moderate
17-01-2024 22:00,Annan,Tainan City,70,Moderate
17-01-2024 21:00,Annan,Tainan City,67,Moderate
17-01-2024 20:00,Annan,Tainan City,67,Moderate
17-01-2024 19:00,Annan,Tainan City,77,Moderate
17-01-2024 18:00,Annan,Tainan City,87,Moderate
17-01-2024 17:00,Annan,Tainan City,64,Moderate
17-01-2024 16:00,Annan,Tainan City,63,Moderate
17-01-2024 15:00,Annan,Tainan City,63,Moderate
17-01-2024 14:00,Annan,Tainan City,68,Moderate
17-01-2024 13:00,Annan,Tainan City,78,Moderate
17-01-2024 12:00,Annan,Tainan City,90,Moderate
17-01-2024 11:00,Annan,Tainan City,83,Moderate
17-01-2024 10:00,Annan,Tainan City,78,Moderate
17-01-2024 09:00,Annan,Tainan City,68,Moderate
17-01-2024 08:00,Annan,Tainan City,59,Moderate
17-01-2024 07:00,Annan,Tainan City,55,Moderate
17-01-2024 06:00,Annan,Tainan City,57,Moderate
17-01-2024 05:00,Annan,Tainan City,57,Moderate
17-01-2024 04:00,Annan,Tainan City,60,Moderate
17-01-2024 03:00,Annan,Tainan City,62,Moderate
17-01-2024 02:00,Annan,Tainan City,63,Moderate
17-01-2024 01:00,Annan,Tainan City,64,Moderate
17-01-2024 00:00,Annan,Tainan City,63,Moderate
16-01-2024 23:00,Annan,Tainan City,61,Moderate
16-01-2024 22:00,Annan,Tainan City,58,Moderate
16-01-2024 21:00,Annan,Tainan City,59,Moderate
16-01-2024 20:00,Annan,Tainan City,63,Moderate
16-01-2024 19:00,Annan,Tainan City,70,Moderate
16-01-2024 18:00,Annan,Tainan City,74,Moderate
16-01-2024 17:00,Annan,Tainan City,74,Moderate
16-01-2024 16:00,Annan,Tainan City,77,Moderate
16-01-2024 15:00,Annan,Tainan City,79,Moderate
16-01-2024 14:00,Annan,Tainan City,82,Moderate
16-01-2024 13:00,Annan,Tainan City,84,Moderate
16-01-2024 12:00,Annan,Tainan City,88,Moderate
16-01-2024 11:00,Annan,Tainan City,90,Moderate
16-01-2024 10:00,Annan,Tainan City,92,Moderate
16-01-2024 09:00,Annan,Tainan City,97,Moderate
16-01-2024 08:00,Annan,Tainan City,99,Moderate
16-01-2024 07:00,Annan,Tainan City,102,Unhealthy for Sensitive Groups
16-01-2024 06:00,Annan,Tainan City,104,Unhealthy for Sensitive Groups
16-01-2024 05:00,Annan,Tainan City,105,Unhealthy for Sensitive Groups
16-01-2024 04:00,Annan,Tainan City,104,Unhealthy for Sensitive Groups
16-01-2024 03:00,Annan,Tainan City,103,Unhealthy for Sensitive Groups
16-01-2024 02:00,Annan,Tainan City,102,Unhealthy for Sensitive Groups
16-01-2024 01:00,Annan,Tainan City,97,Moderate
16-01-2024 00:00,Annan,Tainan City,95,Moderate
15-01-2024 23:00,Annan,Tainan City,92,Moderate
15-01-2024 22:00,Annan,Tainan City,92,Moderate
15-01-2024 21:00,Annan,Tainan City,93,Moderate
15-01-2024 20:00,Annan,Tainan City,92,Moderate
15-01-2024 19:00,Annan,Tainan City,93,Moderate
15-01-2024 18:00,Annan,Tainan City,93,Moderate
15-01-2024 17:00,Annan,Tainan City,89,Moderate
15-01-2024 16:00,Annan,Tainan City,84,Moderate
15-01-2024 15:00,Annan,Tainan City,84,Moderate
15-01-2024 14:00,Annan,Tainan City,86,Moderate
15-01-2024 13:00,Annan,Tainan City,95,Moderate
15-01-2024 12:00,Annan,Tainan City,107,Unhealthy for Sensitive Groups
15-01-2024 11:00,Annan,Tainan City,119,Unhealthy for Sensitive Groups
15-01-2024 10:00,Annan,Tainan City,124,Unhealthy for Sensitive Groups
15-01-2024 09:00,Annan,Tainan City,126,Unhealthy for Sensitive Groups
15-01-2024 08:00,Annan,Tainan City,127,Unhealthy for Sensitive Groups
15-01-2024 07:00,Annan,Tainan City,124,Unhealthy for Sensitive Groups
15-01-2024 06:00,Annan,Tainan City,126,Unhealthy for Sensitive Groups
15-01-2024 05:00,Annan,Tainan City,127,Unhealthy for Sensitive Groups
15-01-2024 04:00,Annan,Tainan City,123,Unhealthy for Sensitive Groups
15-01-2024 03:00,Annan,Tainan City,121,Unhealthy for Sensitive Groups
15-01-2024 02:00,Annan,Tainan City,113,Unhealthy for Sensitive Groups
15-01-2024 01:00,Annan,Tainan City,104,Unhealthy for Sensitive Groups
15-01-2024 00:00,Annan,Tainan City,96,Moderate
14-01-2024 23:00,Annan,Tainan City,85,Moderate
14-01-2024 22:00,Annan,Tainan City,79,Moderate
14-01-2024 21:00,Annan,Tainan City,73,Moderate
14-01-2024 20:00,Annan,Tainan City,67,Moderate
14-01-2024 19:00,Annan,Tainan City,62,Moderate
14-01-2024 18:00,Annan,Tainan City,56,Moderate
14-01-2024 17:00,Annan,Tainan City,53,Moderate
14-01-2024 16:00,Annan,Tainan City,53,Moderate
14-01-2024 15:00,Annan,Tainan City,54,Moderate
14-01-2024 14:00,Annan,Tainan City,54,Moderate
14-01-2024 13:00,Annan,Tainan City,59,Moderate
14-01-2024 12:00,Annan,Tainan City,61,Moderate
14-01-2024 11:00,Annan,Tainan City,67,Moderate
14-01-2024 10:00,Annan,Tainan City,71,Moderate
14-01-2024 09:00,Annan,Tainan City,72,Moderate
14-01-2024 08:00,Annan,Tainan City,71,Moderate
14-01-2024 07:00,Annan,Tainan City,70,Moderate
14-01-2024 06:00,Annan,Tainan City,71,Moderate
14-01-2024 05:00,Annan,Tainan City,72,Moderate
14-01-2024 04:00,Annan,Tainan City,71,Moderate
14-01-2024 03:00,Annan,Tainan City,69,Moderate
14-01-2024 02:00,Annan,Tainan City,65,Moderate
14-01-2024 01:00,Annan,Tainan City,65,Moderate
14-01-2024 00:00,Annan,Tainan City,61,Moderate
13-01-2024 23:00,Annan,Tainan City,60,Moderate
13-01-2024 22:00,Annan,Tainan City,64,Moderate
13-01-2024 21:00,Annan,Tainan City,63,Moderate
13-01-2024 20:00,Annan,Tainan City,67,Moderate
13-01-2024 19:00,Annan,Tainan City,68,Moderate
13-01-2024 18:00,Annan,Tainan City,66,Moderate
13-01-2024 17:00,Annan,Tainan City,69,Moderate
13-01-2024 16:00,Annan,Tainan City,79,Moderate
13-01-2024 15:00,Annan,Tainan City,91,Moderate
13-01-2024 14:00,Annan,Tainan City,108,Unhealthy for Sensitive Groups
13-01-2024 13:00,Annan,Tainan City,123,Unhealthy for Sensitive Groups
13-01-2024 12:00,Annan,Tainan City,133,Unhealthy for Sensitive Groups
13-01-2024 11:00,Annan,Tainan City,137,Unhealthy for Sensitive Groups
13-01-2024 10:00,Annan,Tainan City,135,Unhealthy for Sensitive Groups
13-01-2024 09:00,Annan,Tainan City,134,Unhealthy for Sensitive Groups
13-01-2024 08:00,Annan,Tainan City,137,Unhealthy for Sensitive Groups
13-01-2024 07:00,Annan,Tainan City,144,Unhealthy for Sensitive Groups
13-01-2024 06:00,Annan,Tainan City,145,Unhealthy for Sensitive Groups
13-01-2024 05:00,Annan,Tainan City,142,Unhealthy for Sensitive Groups
13-01-2024 04:00,Annan,Tainan City,130,Unhealthy for Sensitive Groups
13-01-2024 03:00,Annan,Tainan City,116,Unhealthy for Sensitive Groups
13-01-2024 02:00,Annan,Tainan City,109,Unhealthy for Sensitive Groups
13-01-2024 01:00,Annan,Tainan City,102,Unhealthy for Sensitive Groups
13-01-2024 00:00,Annan,Tainan City,103,Unhealthy for Sensitive Groups
12-01-2024 23:00,Annan,Tainan City,102,Unhealthy for Sensitive Groups
12-01-2024 22:00,Annan,Tainan City,102,Unhealthy for Sensitive Groups
12-01-2024 21:00,Annan,Tainan City,99,Moderate
12-01-2024 20:00,Annan,Tainan City,94,Moderate
12-01-2024 19:00,Annan,Tainan City,97,Moderate
12-01-2024 18:00,Annan,Tainan City,97,Moderate
12-01-2024 17:00,Annan,Tainan City,86,Moderate
12-01-2024 16:00,Annan,Tainan City,93,Moderate
12-01-2024 15:00,Annan,Tainan City,101,Unhealthy for Sensitive Groups
12-01-2024 14:00,Annan,Tainan City,110,Unhealthy for Sensitive Groups
12-01-2024 13:00,Annan,Tainan City,123,Unhealthy for Sensitive Groups
12-01-2024 12:00,Annan,Tainan City,129,Unhealthy for Sensitive Groups
12-01-2024 11:00,Annan,Tainan City,137,Unhealthy for Sensitive Groups
12-01-2024 10:00,Annan,Tainan City,142,Unhealthy for Sensitive Groups
12-01-2024 09:00,Annan,Tainan City,137,Unhealthy for Sensitive Groups
12-01-2024 08:00,Annan,Tainan City,134,Unhealthy for Sensitive Groups
12-01-2024 07:00,Annan,Tainan City,128,Unhealthy for Sensitive Groups
12-01-2024 06:00,Annan,Tainan City,125,Unhealthy for Sensitive Groups
12-01-2024 05:00,Annan,Tainan City,123,Unhealthy for Sensitive Groups
12-01-2024 04:00,Annan,Tainan City,119,Unhealthy for Sensitive Groups
12-01-2024 03:00,Annan,Tainan City,117,Unhealthy for Sensitive Groups
12-01-2024 02:00,Annan,Tainan City,111,Unhealthy for Sensitive Groups
12-01-2024 01:00,Annan,Tainan City,106,Unhealthy for Sensitive Groups
12-01-2024 00:00,Annan,Tainan City,102,Unhealthy for Sensitive Groups
11-01-2024 23:00,Annan,Tainan City,95,Moderate
11-01-2024 22:00,Annan,Tainan City,92,Moderate
11-01-2024 21:00,Annan,Tainan City,88,Moderate
11-01-2024 20:00,Annan,Tainan City,87,Moderate
11-01-2024 19:00,Annan,Tainan City,88,Moderate
11-01-2024 18:00,Annan,Tainan City,89,Moderate
11-01-2024 17:00,Annan,Tainan City,92,Moderate
11-01-2024 16:00,Annan,Tainan City,97,Moderate
11-01-2024 15:00,Annan,Tainan City,102,Unhealthy for Sensitive Groups
11-01-2024 14:00,Annan,Tainan City,103,Unhealthy for Sensitive Groups
11-01-2024 13:00,Annan,Tainan City,102,Unhealthy for Sensitive Groups
11-01-2024 12:00,Annan,Tainan City,96,Moderate
11-01-2024 11:00,Annan,Tainan City,93,Moderate
11-01-2024 10:00,Annan,Tainan City,93,Moderate
11-01-2024 09:00,Annan,Tainan City,91,Moderate
11-01-2024 08:00,Annan,Tainan City,90,Moderate
11-01-2024 07:00,Annan,Tainan City,86,Moderate
11-01-2024 06:00,Annan,Tainan City,81,Moderate
11-01-2024 05:00,Annan,Tainan City,80,Moderate
11-01-2024 04:00,Annan,Tainan City,79,Moderate
11-01-2024 03:00,Annan,Tainan City,79,Moderate
11-01-2024 02:00,Annan,Tainan City,83,Moderate
11-01-2024 01:00,Annan,Tainan City,84,Moderate
11-01-2024 00:00,Annan,Tainan City,92,Moderate
10-01-2024 23:00,Annan,Tainan City,95,Moderate
10-01-2024 22:00,Annan,Tainan City,100,Moderate
10-01-2024 21:00,Annan,Tainan City,106,Unhealthy for Sensitive Groups
10-01-2024 20:00,Annan,Tainan City,102,Unhealthy for Sensitive Groups
10-01-2024 19:00,Annan,Tainan City,99,Moderate
10-01-2024 18:00,Annan,Tainan City,105,Unhealthy for Sensitive Groups
10-01-2024 17:00,Annan,Tainan City,107,Unhealthy for Sensitive Groups
10-01-2024 16:00,Annan,Tainan City,105,Unhealthy for Sensitive Groups
10-01-2024 15:00,Annan,Tainan City,102,Unhealthy for Sensitive Groups
10-01-2024 14:00,Annan,Tainan City,76,Moderate
10-01-2024 13:00,Annan,Tainan City,57,Moderate
10-01-2024 12:00,Annan,Tainan City,56,Moderate
10-01-2024 11:00,Annan,Tainan City,57,Moderate
10-01-2024 10:00,Annan,Tainan City,58,Moderate
10-01-2024 09:00,Annan,Tainan City,60,Moderate
10-01-2024 08:00,Annan,Tainan City,65,Moderate
10-01-2024 07:00,Annan,Tainan City,73,Moderate
10-01-2024 06:00,Annan,Tainan City,83,Moderate
10-01-2024 05:00,Annan,Tainan City,88,Moderate
10-01-2024 04:00,Annan,Tainan City,87,Moderate
10-01-2024 03:00,Annan,Tainan City,84,Moderate
10-01-2024 02:00,Annan,Tainan City,81,Moderate
10-01-2024 01:00,Annan,Tainan City,74,Moderate
10-01-2024 00:00,Annan,Tainan City,71,Moderate
09-01-2024 23:00,Annan,Tainan City,69,Moderate
09-01-2024 22:00,Annan,Tainan City,63,Moderate
09-01-2024 21:00,Annan,Tainan City,65,Moderate
09-01-2024 20:00,Annan,Tainan City,66,Moderate
09-01-2024 19:00,Annan,Tainan City,65,Moderate
09-01-2024 18:00,Annan,Tainan City,64,Moderate
09-01-2024 17:00,Annan,Tainan City,63,Moderate
09-01-2024 16:00,Annan,Tainan City,62,Moderate
09-01-2024 15:00,Annan,Tainan City,64,Moderate
09-01-2024 14:00,Annan,Tainan City,66,Moderate
09-01-2024 13:00,Annan,Tainan City,69,Moderate
09-01-2024 12:00,Annan,Tainan City,75,Moderate
09-01-2024 11:00,Annan,Tainan City,77,Moderate
09-01-2024 10:00,Annan,Tainan City,79,Moderate
09-01-2024 09:00,Annan,Tainan City,78,Moderate
09-01-2024 08:00,Annan,Tainan City,76,Moderate
09-01-2024 07:00,Annan,Tainan City,72,Moderate
09-01-2024 06:00,Annan,Tainan City,70,Moderate
09-01-2024 05:00,Annan,Tainan City,71,Moderate
09-01-2024 04:00,Annan,Tainan City,72,Moderate
09-01-2024 03:00,Annan,Tainan City,72,Moderate
09-01-2024 02:00,Annan,Tainan City,73,Moderate
09-01-2024 01:00,Annan,Tainan City,72,Moderate
09-01-2024 00:00,Annan,Tainan City,72,Moderate
08-01-2024 23:00,Annan,Tainan City,74,Moderate
08-01-2024 22:00,Annan,Tainan City,77,Moderate
08-01-2024 21:00,Annan,Tainan City,75,Moderate
08-01-2024 20:00,Annan,Tainan City,76,Moderate
08-01-2024 19:00,Annan,Tainan City,77,Moderate
08-01-2024 18:00,Annan,Tainan City,77,Moderate
08-01-2024 17:00,Annan,Tainan City,78,Moderate
08-01-2024 16:00,Annan,Tainan City,80,Moderate
08-01-2024 15:00,Annan,Tainan City,83,Moderate
08-01-2024 14:00,Annan,Tainan City,86,Moderate
08-01-2024 13:00,Annan,Tainan City,89,Moderate
08-01-2024 12:00,Annan,Tainan City,90,Moderate
08-01-2024 11:00,Annan,Tainan City,88,Moderate
08-01-2024 10:00,Annan,Tainan City,86,Moderate
08-01-2024 09:00,Annan,Tainan City,87,Moderate
08-01-2024 08:00,Annan,Tainan City,87,Moderate
08-01-2024 07:00,Annan,Tainan City,89,Moderate
08-01-2024 06:00,Annan,Tainan City,89,Moderate
08-01-2024 05:00,Annan,Tainan City,89,Moderate
08-01-2024 04:00,Annan,Tainan City,91,Moderate
08-01-2024 03:00,Annan,Tainan City,90,Moderate
08-01-2024 02:00,Annan,Tainan City,90,Moderate
08-01-2024 01:00,Annan,Tainan City,91,Moderate
08-01-2024 00:00,Annan,Tainan City,92,Moderate
